locus_tag	ftype	gene	product	EC_number	COG
AENJPLPP_00410	CDS		hypothetical protein		
AENJPLPP_00411	CDS		hypothetical protein		
AENJPLPP_00412	CDS	ulaA_1	Ascorbate-specific PTS system EIIC component		COG3037
AENJPLPP_00413	CDS		hypothetical protein		
AENJPLPP_00414	CDS		hypothetical protein		
AENJPLPP_00415	CDS	rhaS_1	HTH-type transcriptional activator RhaS		
AENJPLPP_00416	CDS		hypothetical protein		
AENJPLPP_00417	CDS	ldh_1	L-lactate dehydrogenase	1.1.1.27	
AENJPLPP_00418	CDS		hypothetical protein		
AENJPLPP_00419	CDS		hypothetical protein		
AENJPLPP_00420	CDS		hypothetical protein		
AENJPLPP_00421	CDS	topB_1	DNA topoisomerase 3	5.6.2.1	COG0550
AENJPLPP_00422	CDS		hypothetical protein		
AENJPLPP_00423	CDS	tagU_1	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-	
AENJPLPP_00424	CDS	aroE	Shikimate dehydrogenase (NADP(+))	1.1.1.25	COG0169
AENJPLPP_00425	CDS	cmpD	Bicarbonate transport ATP-binding protein CmpD	3.6.3.-	
AENJPLPP_00426	CDS		hypothetical protein		
AENJPLPP_00427	CDS		hypothetical protein		
AENJPLPP_00428	CDS		hypothetical protein		
AENJPLPP_00429	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_00430	CDS	rqcH	Rqc2 RqcH		COG1293
AENJPLPP_00431	CDS	hdfR_1	HTH-type transcriptional regulator HdfR		
AENJPLPP_00432	CDS	cah	Carbonic anhydrase	4.2.1.1	COG3338
AENJPLPP_00433	CDS	yfbR	5'-deoxynucleotidase YfbR	3.1.3.89	
AENJPLPP_00434	CDS	pyrE	Orotate phosphoribosyltransferase	2.4.2.10	COG0461
AENJPLPP_00435	CDS	pyrF	Orotidine 5'-phosphate decarboxylase	4.1.1.23	COG0284
AENJPLPP_00436	CDS	pyrDB	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	1.3.1.14	COG0167
AENJPLPP_00437	CDS	pyrK_1	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit		COG0543
AENJPLPP_00438	CDS	pyrK_2	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit		COG0543
AENJPLPP_00439	CDS	carB	Carbamoyl-phosphate synthase large chain	6.3.5.5	COG0458
AENJPLPP_00440	CDS	carA	Carbamoyl-phosphate synthase small chain	6.3.5.5	
AENJPLPP_00441	CDS	pyrC	Dihydroorotase	3.5.2.3	
AENJPLPP_00442	CDS	pyrB	Aspartate carbamoyltransferase	2.1.3.2	COG0540
AENJPLPP_00443	CDS	pyrP	Uracil permease		
AENJPLPP_00444	CDS	pyrR	Bifunctional protein pyrR		
AENJPLPP_00445	CDS	rluD_1	Ribosomal large subunit pseudouridine synthase D	5.4.99.23	COG0564
AENJPLPP_00446	CDS	lspA	Lipoprotein signal peptidase	3.4.23.36	COG0597
AENJPLPP_00447	CDS		hypothetical protein		
AENJPLPP_00448	CDS		hypothetical protein		
AENJPLPP_00449	CDS	fhs1	Formate--tetrahydrofolate ligase 1	6.3.4.3	
AENJPLPP_00450	CDS		hypothetical protein		
AENJPLPP_00451	CDS		hypothetical protein		
AENJPLPP_00452	CDS	rnhA	14.7 kDa ribonuclease H-like protein		COG0328
AENJPLPP_00453	CDS	fieF	Ferrous-iron efflux pump FieF		
AENJPLPP_00454	CDS	panT_1	Pantothenate transporter PanT		
AENJPLPP_00455	CDS	alaS	Alanine--tRNA ligase	6.1.1.7	
AENJPLPP_00456	CDS		Acetyltransferase	2.3.1.-	
AENJPLPP_00457	CDS	cshB	DEAD-box ATP-dependent RNA helicase CshB	3.6.4.13	COG0513
AENJPLPP_00458	CDS		hypothetical protein		
AENJPLPP_00459	CDS		hypothetical protein		
AENJPLPP_00460	CDS	steT_1	Serine/threonine exchanger SteT		COG0531
AENJPLPP_00461	CDS		putative epimerase/dehydratase		
AENJPLPP_00462	CDS		Putative pyridoxal phosphate-dependent acyltransferase	2.3.1.-	
AENJPLPP_00463	CDS		hypothetical protein		
AENJPLPP_00464	CDS	yedJ	putative protein YedJ		COG1418
AENJPLPP_00465	CDS	ypwA	Carboxypeptidase 1	3.4.17.19	COG2317
AENJPLPP_00466	CDS	rlmL	Ribosomal RNA large subunit methyltransferase L	2.1.1.173	COG0116
AENJPLPP_00467	CDS	gpsB	Cell cycle protein GpsB		
AENJPLPP_00468	CDS		hypothetical protein		
AENJPLPP_00469	CDS	recU	Holliday junction resolvase RecU	3.1.22.4	COG3331
AENJPLPP_00470	CDS	ponA_1	Penicillin-binding protein 1A		COG0744
AENJPLPP_00471	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_00472	CDS		hypothetical protein		
AENJPLPP_00473	CDS	nth	Endonuclease III	4.2.99.18	COG0177
AENJPLPP_00474	CDS	dnaD	DNA replication protein DnaD		COG3935
AENJPLPP_00475	CDS	tetA	Tetracycline resistance protein, class C		
AENJPLPP_00476	CDS		hypothetical protein		
AENJPLPP_00477	CDS		hypothetical protein		
AENJPLPP_00478	CDS	nox_1	NADH oxidase	1.6.99.3	COG0446
AENJPLPP_00479	CDS	perR	Peroxide operon regulator		COG0735
AENJPLPP_00480	CDS	cysK	Cysteine synthase	2.5.1.47	
AENJPLPP_00481	CDS		Autolysin	3.2.1.-	COG1388
AENJPLPP_00482	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_00483	CDS	tkt	Transketolase	2.2.1.1	
AENJPLPP_00484	CDS		hypothetical protein		
AENJPLPP_00485	CDS	lexA	LexA repressor	3.4.21.88	COG1974
AENJPLPP_00486	CDS		hypothetical protein		
AENJPLPP_00487	CDS	apt	Adenine phosphoribosyltransferase	2.4.2.7	COG0503
AENJPLPP_00488	CDS		hypothetical protein		
AENJPLPP_00489	CDS		hypothetical protein		
AENJPLPP_00490	CDS	hcaB	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase	1.3.1.87	
AENJPLPP_00491	CDS	rnz	Ribonuclease Z	3.1.26.11	COG1234
AENJPLPP_00492	CDS		hypothetical protein		
AENJPLPP_00493	CDS	obg	GTPase Obg	3.6.5.-	COG0536
AENJPLPP_00494	CDS	gap_1	Glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12	
AENJPLPP_00495	CDS	menH_1	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	4.2.99.20	
AENJPLPP_00496	CDS		IS30 family transposase IS6770		COG2826
AENJPLPP_00497	CDS		hypothetical protein		
AENJPLPP_00498	CDS		hypothetical protein		
AENJPLPP_00499	CDS	fabZ_1	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	4.2.1.59	COG0764
AENJPLPP_00500	CDS	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	1.3.1.9	COG0623
AENJPLPP_00501	CDS	ilvE	Branched-chain-amino-acid aminotransferase	2.6.1.42	COG0115
AENJPLPP_00502	CDS	ykuT	putative MscS family protein YkuT		COG0668
AENJPLPP_00503	CDS		hypothetical protein		
AENJPLPP_00504	CDS		hypothetical protein		
AENJPLPP_00505	CDS	rph	Ribonuclease PH	2.7.7.56	
AENJPLPP_00506	CDS	murI	Glutamate racemase	5.1.1.3	COG0796
AENJPLPP_00507	CDS	glnP	putative glutamine ABC transporter permease protein GlnP		COG0765
AENJPLPP_00508	CDS	glnM	putative glutamine ABC transporter permease protein GlnM		COG0765
AENJPLPP_00509	CDS	glnH	ABC transporter glutamine-binding protein GlnH		COG0834
AENJPLPP_00510	CDS	glnQ_1	Glutamine transport ATP-binding protein GlnQ	3.6.3.-	COG1126
AENJPLPP_00511	CDS	trpS2	Tryptophan--tRNA ligase 2	6.1.1.2	COG0180
AENJPLPP_00512	CDS	pheT	Phenylalanine--tRNA ligase beta subunit	6.1.1.20	
AENJPLPP_00513	CDS	pheS	Phenylalanine--tRNA ligase alpha subunit	6.1.1.20	COG0016
AENJPLPP_00514	CDS	yodB	HTH-type transcriptional regulator YodB		COG1733
AENJPLPP_00515	CDS	addA	ATP-dependent helicase/nuclease subunit A	3.1.-.-	COG1074
AENJPLPP_00516	CDS	addB_1	ATP-dependent helicase/deoxyribonuclease subunit B	3.1.-.-	COG3857
AENJPLPP_00517	CDS	addB_2	ATP-dependent helicase/deoxyribonuclease subunit B	3.1.-.-	COG3857
AENJPLPP_00518	CDS		ISL3 family transposase ISEfa11		
AENJPLPP_00519	CDS	dtpT_1	Di-/tripeptide transporter		COG3104
AENJPLPP_00520	CDS	dtpT_2	Di-/tripeptide transporter		COG3104
AENJPLPP_00521	CDS		hypothetical protein		
AENJPLPP_00522	CDS		hypothetical protein		
AENJPLPP_00523	CDS		hypothetical protein		
AENJPLPP_00524	CDS		hypothetical protein		
AENJPLPP_00525	CDS		hypothetical protein		
AENJPLPP_00527	CDS		hypothetical protein		
AENJPLPP_00528	CDS		hypothetical protein		
AENJPLPP_00529	CDS		hypothetical protein		
AENJPLPP_00530	CDS		hypothetical protein		
AENJPLPP_00531	CDS		hypothetical protein		
AENJPLPP_00532	CDS		hypothetical protein		
AENJPLPP_00533	CDS		hypothetical protein		
AENJPLPP_00534	CDS		Putative universal stress protein		
AENJPLPP_00535	CDS		hypothetical protein		
AENJPLPP_00537	CDS		hypothetical protein		
AENJPLPP_00538	CDS		hypothetical protein		
AENJPLPP_00539	CDS		hypothetical protein		
AENJPLPP_00540	CDS		hypothetical protein		
AENJPLPP_00541	CDS	dinG_1	3'-5' exonuclease DinG	3.1.-.-	
AENJPLPP_00542	CDS		putative metallo-hydrolase	3.-.-.-	
AENJPLPP_00543	CDS	gpmA_2	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	
AENJPLPP_00544	CDS	uppP	Undecaprenyl-diphosphatase	3.6.1.27	
AENJPLPP_00545	CDS	zosA	Zinc-transporting ATPase	3.6.3.-	COG2217
AENJPLPP_00546	CDS		hypothetical protein		
AENJPLPP_00547	CDS		hypothetical protein		
AENJPLPP_00548	CDS	rpsT	30S ribosomal protein S20		
AENJPLPP_00549	CDS	yqeN	putative protein YqeN		COG1466
AENJPLPP_00550	CDS	comEC	ComE operon protein 3		COG0658
AENJPLPP_00551	CDS	tadA_1	tRNA-specific adenosine deaminase	3.5.4.33	
AENJPLPP_00552	CDS		hypothetical protein		
AENJPLPP_00553	CDS		hypothetical protein		
AENJPLPP_00554	CDS		hypothetical protein		
AENJPLPP_00555	CDS	ylbL	putative protein YlbL		COG3480
AENJPLPP_00556	CDS	coaD	Phosphopantetheine adenylyltransferase	2.7.7.3	COG0669
AENJPLPP_00557	CDS	rsmD	Ribosomal RNA small subunit methyltransferase D	2.1.1.171	COG0742
AENJPLPP_00558	CDS		hypothetical protein		
AENJPLPP_00559	CDS		hypothetical protein		
AENJPLPP_00560	CDS		hypothetical protein		
AENJPLPP_00561	CDS	pycA	Pyruvate carboxylase	6.4.1.1	
AENJPLPP_00562	CDS	ftsW_2	putative peptidoglycan glycosyltransferase FtsW	2.4.1.129	COG0772
AENJPLPP_00563	CDS		hypothetical protein		
AENJPLPP_00564	CDS	recQ_1	ATP-dependent DNA helicase RecQ	3.6.4.12	COG0514
AENJPLPP_00565	CDS	typA	GTP-binding protein TypA/BipA		COG1217
AENJPLPP_00566	CDS	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	3.1.3.7	
AENJPLPP_00567	CDS		hypothetical protein		
AENJPLPP_00568	CDS	pdhD	Dihydrolipoyl dehydrogenase	1.8.1.4	
AENJPLPP_00569	CDS		hypothetical protein		
AENJPLPP_00570	CDS	pdhB	Pyruvate dehydrogenase E1 component subunit beta	1.2.4.1	
AENJPLPP_00571	CDS	pdhA	Pyruvate dehydrogenase E1 component subunit alpha	1.2.4.1	
AENJPLPP_00572	CDS	norG	HTH-type transcriptional regulator NorG		COG1167
AENJPLPP_00573	CDS	guaC	GMP reductase	1.7.1.7	COG0516
AENJPLPP_00574	CDS	xylH	Xylose transport system permease protein XylH		COG4214
AENJPLPP_00575	CDS	xylG	Xylose import ATP-binding protein XylG	7.5.2.10	COG1129
AENJPLPP_00576	CDS	chvE	Multiple sugar-binding periplasmic receptor ChvE		COG4213
AENJPLPP_00577	CDS	ytfQ	ABC transporter periplasmic-binding protein YtfQ		
AENJPLPP_00578	CDS		hypothetical protein		
AENJPLPP_00579	CDS	rhaR_2	HTH-type transcriptional activator RhaR		
AENJPLPP_00580	CDS	ydhF	Oxidoreductase YdhF	1.-.-.-	COG4989
AENJPLPP_00581	CDS	purD	Phosphoribosylamine--glycine ligase	6.3.4.13	COG0151
AENJPLPP_00582	CDS	purH	Bifunctional purine biosynthesis protein PurH		
AENJPLPP_00583	CDS	purN	Phosphoribosylglycinamide formyltransferase	2.1.2.2	
AENJPLPP_00584	CDS	purM	Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	COG0150
AENJPLPP_00585	CDS	purF	Amidophosphoribosyltransferase	2.4.2.14	
AENJPLPP_00586	CDS	purL	Phosphoribosylformylglycinamidine synthase subunit PurL	6.3.5.3	COG0046
AENJPLPP_00587	CDS	purQ	Phosphoribosylformylglycinamidine synthase subunit PurQ	6.3.5.3	COG0047
AENJPLPP_00588	CDS	purS	Phosphoribosylformylglycinamidine synthase subunit PurS	6.3.5.3	COG1828
AENJPLPP_00589	CDS	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	COG0152
AENJPLPP_00590	CDS		hypothetical protein		
AENJPLPP_00591	CDS	purB	Adenylosuccinate lyase	4.3.2.2	COG0015
AENJPLPP_00592	CDS	purK	N5-carboxyaminoimidazole ribonucleotide synthase	6.3.4.18	
AENJPLPP_00593	CDS	purE	N5-carboxyaminoimidazole ribonucleotide mutase	5.4.99.18	COG0041
AENJPLPP_00594	CDS		Nucleobase transporter PlUacP		
AENJPLPP_00595	CDS	xpt	Xanthine phosphoribosyltransferase	2.4.2.22	COG0503
AENJPLPP_00596	CDS	yteT	Putative oxidoreductase YteT	1.-.-.-	COG0673
AENJPLPP_00597	CDS		hypothetical protein		
AENJPLPP_00598	CDS	araQ_1	L-arabinose transport system permease protein AraQ		COG0395
AENJPLPP_00599	CDS	lacF_2	Lactose transport system permease protein LacF		
AENJPLPP_00600	CDS	yesO	Putative ABC transporter substrate-binding protein YesO		COG1653
AENJPLPP_00601	CDS		hypothetical protein		
AENJPLPP_00602	CDS	lytG	Exo-glucosaminidase LytG	3.2.1.-	COG1705
AENJPLPP_00603	CDS		hypothetical protein		
AENJPLPP_00604	CDS		hypothetical protein		
AENJPLPP_00605	CDS	iolU_1	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	1.1.1.371	COG0673
AENJPLPP_00606	CDS		hypothetical protein		
AENJPLPP_00607	CDS		hypothetical protein		
AENJPLPP_00608	CDS	yqiK	Inner membrane protein YqiK		COG2268
AENJPLPP_00609	CDS	yuaF	putative membrane protein YuaF		
AENJPLPP_00610	CDS	dcuS_1	Sensor histidine kinase DcuS	2.7.13.3	COG3290
AENJPLPP_00611	CDS	dcuS_2	Sensor histidine kinase DcuS	2.7.13.3	COG3290
AENJPLPP_00612	CDS	dcuR	Transcriptional regulatory protein DcuR		COG4565
AENJPLPP_00613	CDS	hgdH	(R)-2-hydroxyglutarate dehydrogenase	1.1.1.399	COG1052
AENJPLPP_00614	CDS		hypothetical protein		
AENJPLPP_00615	CDS	agaA_1	N-acetylgalactosamine-6-phosphate deacetylase	3.5.1.-	COG1820
AENJPLPP_00616	CDS		hypothetical protein		
AENJPLPP_00617	CDS	alaA	Glutamate-pyruvate aminotransferase AlaA	2.6.1.2	COG0436
AENJPLPP_00618	CDS		hypothetical protein		
AENJPLPP_00620	CDS		hypothetical protein		
AENJPLPP_00621	CDS		hypothetical protein		
AENJPLPP_00622	CDS		IS256 family transposase ISEf1		
AENJPLPP_00623	CDS		hypothetical protein		
AENJPLPP_00624	CDS	fosX	Fosfomycin resistance protein FosX		COG0346
AENJPLPP_00625	CDS		hypothetical protein		
AENJPLPP_00626	CDS	smc_1	Chromosome partition protein Smc		
AENJPLPP_00627	CDS		hypothetical protein		
AENJPLPP_00628	CDS	ycfH	putative metal-dependent hydrolase YcfH	3.1.-.-	COG0084
AENJPLPP_00629	CDS	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	3.6.3.-	COG1116
AENJPLPP_00630	CDS	thiY	Formylaminopyrimidine-binding protein		COG0715
AENJPLPP_00631	CDS	ribX	Riboflavin transport system permease protein RibX		
AENJPLPP_00632	CDS	garB	Glutathione amide reductase	1.8.1.16	
AENJPLPP_00633	CDS		hypothetical protein		
AENJPLPP_00634	CDS	opuCA_1	Carnitine transport ATP-binding protein OpuCA	7.6.2.9	COG1125
AENJPLPP_00635	CDS		hypothetical protein		
AENJPLPP_00636	CDS		hypothetical protein		
AENJPLPP_00637	CDS		hypothetical protein		
AENJPLPP_00638	CDS		hypothetical protein		
AENJPLPP_00639	CDS	exuR_1	putative HTH-type transcriptional repressor ExuR		COG1609
AENJPLPP_00640	CDS		hypothetical protein		
AENJPLPP_00641	CDS		hypothetical protein		
AENJPLPP_00642	CDS		hypothetical protein		
AENJPLPP_00643	CDS		hypothetical protein		
AENJPLPP_00644	CDS		hypothetical protein		
AENJPLPP_00645	CDS	ppaC	putative manganese-dependent inorganic pyrophosphatase	3.6.1.1	COG1227
AENJPLPP_00646	CDS	pflA	Pyruvate formate-lyase-activating enzyme	1.97.1.4	
AENJPLPP_00647	CDS	pflB	Formate acetyltransferase	2.3.1.54	
AENJPLPP_00648	CDS	parC	DNA topoisomerase 4 subunit A	5.6.2.2	COG0188
AENJPLPP_00649	CDS	parE	DNA topoisomerase 4 subunit B	5.6.2.2	COG0187
AENJPLPP_00650	CDS	yccU	putative protein YccU		COG1832
AENJPLPP_00651	CDS	plsY	Glycerol-3-phosphate acyltransferase	2.3.1.275	COG0344
AENJPLPP_00652	CDS	lacX	Protein LacX, plasmid		
AENJPLPP_00653	CDS	codY	GTP-sensing transcriptional pleiotropic repressor CodY		COG4465
AENJPLPP_00654	CDS	clpY	ATP-dependent protease ATPase subunit ClpY		COG1220
AENJPLPP_00655	CDS	hslV	ATP-dependent protease subunit HslV	3.4.25.2	COG5405
AENJPLPP_00656	CDS	xerC_4	Tyrosine recombinase XerC		COG4974
AENJPLPP_00657	CDS	trmFO	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	2.1.1.74	COG1206
AENJPLPP_00658	CDS	topA	DNA topoisomerase 1	5.6.2.1	
AENJPLPP_00659	CDS	dprA	DNA processing protein DprA		COG0758
AENJPLPP_00660	CDS	rnhB	Ribonuclease HII	3.1.26.4	COG0164
AENJPLPP_00661	CDS	rbgA	Ribosome biogenesis GTPase A		COG1161
AENJPLPP_00662	CDS		hypothetical protein		
AENJPLPP_00663	CDS	folT_1	Folate transporter FolT		
AENJPLPP_00664	CDS	sipV	Signal peptidase I V	3.4.21.89	COG0681
AENJPLPP_00665	CDS		hypothetical protein		
AENJPLPP_00666	CDS	msrA_1	Peptide methionine sulfoxide reductase MsrA	1.8.4.11	COG0225
AENJPLPP_00667	CDS		hypothetical protein		
AENJPLPP_00668	CDS		hypothetical protein		
AENJPLPP_00669	CDS		DegV domain-containing protein		COG1307
AENJPLPP_00670	CDS		hypothetical protein		
AENJPLPP_00671	CDS	folA_2	Dihydrofolate reductase	1.5.1.3	
AENJPLPP_00672	CDS	thyA	Thymidylate synthase	2.1.1.45	COG0207
AENJPLPP_00673	CDS	ettA	Energy-dependent translational throttle protein EttA		COG0488
AENJPLPP_00674	CDS		hypothetical protein		
AENJPLPP_00675	CDS		hypothetical protein		
AENJPLPP_00676	CDS		hypothetical protein		
AENJPLPP_00677	CDS	cca	CCA-adding enzyme	2.7.7.72	
AENJPLPP_00678	CDS	ypjD	putative protein YpjD		COG1694
AENJPLPP_00679	CDS		hypothetical protein		
AENJPLPP_00680	CDS		hypothetical protein		
AENJPLPP_00681	CDS	bepA	Beta-barrel assembly-enhancing protease	3.4.-.-	
AENJPLPP_00682	CDS		hypothetical protein		
AENJPLPP_00683	CDS	hupA	DNA-binding protein HU 1		COG0776
AENJPLPP_00684	CDS	der	GTPase Der		COG1160
AENJPLPP_00685	CDS	ypfD	30S ribosomal protein S1 		COG0539
AENJPLPP_00686	CDS	cmk	Cytidylate kinase	2.7.4.25	COG0283
AENJPLPP_00687	CDS		hypothetical protein		
AENJPLPP_00688	CDS	recQ_2	ATP-dependent DNA helicase RecQ	3.6.4.12	COG0514
AENJPLPP_00689	CDS		hypothetical protein		
AENJPLPP_00690	CDS		hypothetical protein		
AENJPLPP_00691	CDS		hypothetical protein		
AENJPLPP_00692	CDS		Putative dipeptidase	3.4.13.-	
AENJPLPP_00693	CDS		hypothetical protein		
AENJPLPP_00694	CDS	fmnP	Riboflavin transporter FmnP		COG3601
AENJPLPP_00695	CDS	rluB_1	Ribosomal large subunit pseudouridine synthase B	5.4.99.22	COG1187
AENJPLPP_00696	CDS	scpB	Segregation and condensation protein B		
AENJPLPP_00697	CDS	scpA	Segregation and condensation protein A		COG1354
AENJPLPP_00698	CDS	ribT	Protein RibT	2.3.1.-	
AENJPLPP_00699	CDS	xerD	Tyrosine recombinase XerD		
AENJPLPP_00700	CDS		hypothetical protein		
AENJPLPP_00701	CDS	fur	Ferric uptake regulation protein		COG0735
AENJPLPP_00702	CDS	cvfB	Conserved virulence factor B		
AENJPLPP_00703	CDS	mapZ	Mid-cell-anchored protein Z		
AENJPLPP_00704	CDS		ISL3 family transposase ISEfa11		
AENJPLPP_00705	CDS	sigA	RNA polymerase sigma factor SigA		COG0568
AENJPLPP_00706	CDS	dnaG	DNA primase	2.7.7.-	COG0358
AENJPLPP_00707	CDS	ctpE_1	Calcium-transporting ATPase CtpE	7.2.2.10	COG0474
AENJPLPP_00708	CDS		hypothetical protein		
AENJPLPP_00709	CDS		hypothetical protein		
AENJPLPP_00710	CDS	ydjP	AB hydrolase superfamily protein YdjP	3.-.-.-	COG0596
AENJPLPP_00711	CDS	mprF_1	Phosphatidylglycerol lysyltransferase	2.3.2.3	
AENJPLPP_00712	CDS	tuf_1	Elongation factor Tu		
AENJPLPP_00713	CDS		hypothetical protein		
AENJPLPP_00714	CDS		hypothetical protein		
AENJPLPP_00715	CDS	yvgN	Glyoxal reductase	1.1.1.-	COG0656
AENJPLPP_00716	CDS		hypothetical protein		
AENJPLPP_00717	CDS		hypothetical protein		
AENJPLPP_00718	CDS	mvaA	3-hydroxy-3-methylglutaryl-coenzyme A reductase	1.1.1.88	
AENJPLPP_00719	CDS	thlA	Acetyl-CoA acetyltransferase	2.3.1.9	COG0183
AENJPLPP_00720	CDS	mvaS	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	COG3425
AENJPLPP_00721	CDS		hypothetical protein		
AENJPLPP_00722	CDS		Calcium-transporting ATPase	7.2.2.10	COG0474
AENJPLPP_00723	CDS	clsA_1	Major cardiolipin synthase ClsA	2.7.8.-	COG1502
AENJPLPP_00724	CDS	thiD	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	2.7.1.49	
AENJPLPP_00725	CDS		hypothetical protein		
AENJPLPP_00726	CDS	spxA_2	Regulatory protein Spx		COG1393
AENJPLPP_00727	CDS		hypothetical protein		
AENJPLPP_00728	CDS		hypothetical protein		
AENJPLPP_00729	CDS		Putative universal stress protein		
AENJPLPP_00730	CDS	gmuD_1	6-phospho-beta-glucosidase GmuD	3.2.1.86	COG2723
AENJPLPP_00731	CDS	gmuC_1	PTS system oligo-beta-mannoside-specific EIIC component		COG1455
AENJPLPP_00732	CDS	gmuR	HTH-type transcriptional regulator GmuR		COG2188
AENJPLPP_00733	CDS	mhqA	Putative ring-cleaving dioxygenase MhqA	1.13.11.-	COG0346
AENJPLPP_00734	CDS	mhqD	Putative hydrolase MhqD	3.1.-.-	COG0400
AENJPLPP_00735	CDS	mtnB	Methylthioribulose-1-phosphate dehydratase	4.2.1.109	
AENJPLPP_00736	CDS		hypothetical protein		
AENJPLPP_00737	CDS	gatC_2	PTS system galactitol-specific EIIC component		COG3775
AENJPLPP_00738	CDS		hypothetical protein		
AENJPLPP_00739	CDS	gatA_2	PTS system galactitol-specific EIIA component		COG1762
AENJPLPP_00740	CDS	lacR_1	Lactose phosphotransferase system repressor		
AENJPLPP_00741	CDS	lacC_2	Tagatose-6-phosphate kinase	2.7.1.144	COG1105
AENJPLPP_00742	CDS		putative protein		COG1073
AENJPLPP_00743	CDS		putative HTH-type transcriptional regulator		COG0789
AENJPLPP_00744	CDS		hypothetical protein		
AENJPLPP_00745	CDS	arsC	Arsenate reductase	1.20.4.4	COG0394
AENJPLPP_00746	CDS	manR_1	Transcriptional regulator ManR		COG1762
AENJPLPP_00747	CDS	manP_1	PTS system mannose-specific EIIBCA component		COG1299
AENJPLPP_00748	CDS	manP_2	PTS system mannose-specific EIIBCA component		COG1299
AENJPLPP_00749	CDS	dgaF	2-dehydro-3-deoxy-phosphogluconate aldolase	4.1.2.14	
AENJPLPP_00750	CDS	dgaE	D-glucosaminate-6-phosphate ammonia lyase	4.3.1.29	
AENJPLPP_00751	CDS		Deacetylase	3.1.1.-	COG3964
AENJPLPP_00752	CDS		hypothetical protein		
AENJPLPP_00753	CDS		hypothetical protein		
AENJPLPP_00754	CDS		hypothetical protein		
AENJPLPP_00755	CDS		hypothetical protein		
AENJPLPP_00756	CDS		IS110 family transposase ISSpn10		
AENJPLPP_00757	CDS		hypothetical protein		
AENJPLPP_00758	CDS		hypothetical protein		
AENJPLPP_00759	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_00760	CDS		hypothetical protein		
AENJPLPP_00761	CDS		hypothetical protein		
AENJPLPP_00762	CDS		hypothetical protein		
AENJPLPP_00763	CDS	araD	L-ribulose-5-phosphate 4-epimerase AraD	5.1.3.4	COG0235
AENJPLPP_00764	CDS	ulaE	L-ribulose-5-phosphate 3-epimerase UlaE	5.1.3.22	COG3623
